twotheta, yobs, ycal, bkg, diff
3.376000e+001,1.380000e+002,1.456955e+002,1.430809e+002,-7.695542e+000
3.377000e+001,1.400000e+002,1.456116e+002,1.430004e+002,-5.611645e+000
3.378000e+001,1.270000e+002,1.455279e+002,1.429200e+002,-1.852787e+001
3.379000e+001,1.340000e+002,1.454442e+002,1.428396e+002,-1.144422e+001
3.380000e+001,1.300000e+002,1.453607e+002,1.427593e+002,-1.536070e+001
3.381000e+001,1.250000e+002,1.452773e+002,1.426791e+002,-2.027730e+001
3.382000e+001,1.300000e+002,1.451940e+002,1.425988e+002,-1.519404e+001
3.383000e+001,1.410000e+002,1.451109e+002,1.425187e+002,-4.110905e+000
3.384000e+001,1.460000e+002,1.450279e+002,1.424386e+002,9.720952e-001
3.385000e+001,1.310000e+002,1.449450e+002,1.423585e+002,-1.394504e+001
3.386000e+001,1.220000e+002,1.448623e+002,1.422786e+002,-2.286231e+001
3.387000e+001,1.380000e+002,1.447797e+002,1.421986e+002,-6.779721e+000
3.388000e+001,1.340000e+002,1.446973e+002,1.421187e+002,-1.069727e+001
3.389000e+001,1.320000e+002,1.446150e+002,1.420389e+002,-1.261497e+001
3.390000e+001,1.440000e+002,1.445328e+002,1.419591e+002,-5.328063e-001
3.391000e+001,1.520000e+002,1.444508e+002,1.418794e+002,7.549207e+000
3.392000e+001,1.320000e+002,1.443689e+002,1.417998e+002,-1.236893e+001
3.393000e+001,1.420000e+002,1.442872e+002,1.417201e+002,-2.287219e+000
3.394000e+001,1.290000e+002,1.442057e+002,1.416406e+002,-1.520566e+001
3.395000e+001,1.350000e+002,1.441243e+002,1.415611e+002,-9.124264e+000
3.396000e+001,1.160000e+002,1.440430e+002,1.414816e+002,-2.804302e+001
3.397000e+001,1.220000e+002,1.439619e+002,1.414023e+002,-2.196195e+001
3.398000e+001,1.430000e+002,1.438810e+002,1.413229e+002,-8.810343e-001
3.399000e+001,1.300000e+002,1.438003e+002,1.412436e+002,-1.380029e+001
3.400000e+001,1.330000e+002,1.437197e+002,1.411644e+002,-1.071972e+001
3.401000e+001,1.430000e+002,1.436393e+002,1.410852e+002,-6.393164e-001
3.402000e+001,1.170000e+002,1.435591e+002,1.410061e+002,-2.655909e+001
3.403000e+001,1.500000e+002,1.434791e+002,1.409270e+002,6.520950e+000
3.404000e+001,1.440000e+002,1.433992e+002,1.408480e+002,6.008094e-001
3.405000e+001,1.600000e+002,1.433195e+002,1.407691e+002,1.668048e+001
3.406000e+001,1.350000e+002,1.432400e+002,1.406902e+002,-8.240034e+000
3.407000e+001,1.450000e+002,1.431607e+002,1.406113e+002,1.839255e+000
3.408000e+001,1.340000e+002,1.430817e+002,1.405325e+002,-9.081652e+000
3.409000e+001,1.340000e+002,1.430028e+002,1.404538e+002,-9.002760e+000
3.410000e+001,1.460000e+002,1.429241e+002,1.403751e+002,3.075926e+000
3.411000e+001,1.390000e+002,1.428456e+002,1.402965e+002,-3.845595e+000
3.412000e+001,1.570000e+002,1.427673e+002,1.402179e+002,1.423267e+001
3.413000e+001,1.400000e+002,1.426893e+002,1.401394e+002,-2.689281e+000
3.414000e+001,1.410000e+002,1.426115e+002,1.400609e+002,-1.611454e+000
3.415000e+001,1.290000e+002,1.425339e+002,1.399825e+002,-1.353385e+001
3.416000e+001,1.500000e+002,1.424565e+002,1.399041e+002,7.543520e+000
3.417000e+001,1.560000e+002,1.423793e+002,1.398258e+002,1.362066e+001
3.418000e+001,1.240000e+002,1.423024e+002,1.397476e+002,-1.830244e+001
3.419000e+001,1.210000e+002,1.422258e+002,1.396694e+002,-2.122579e+001
3.420000e+001,1.400000e+002,1.421494e+002,1.395913e+002,-2.149386e+000
3.421000e+001,1.320000e+002,1.420732e+002,1.395132e+002,-1.007324e+001
3.422000e+001,1.200000e+002,1.419973e+002,1.394351e+002,-2.199735e+001
3.423000e+001,1.300000e+002,1.419217e+002,1.393572e+002,-1.192172e+001
3.424000e+001,1.470000e+002,1.418464e+002,1.392792e+002,5.153636e+000
3.425000e+001,1.140000e+002,1.417713e+002,1.392014e+002,-2.777129e+001
3.426000e+001,1.490000e+002,1.416965e+002,1.391235e+002,7.303511e+000
3.427000e+001,1.250000e+002,1.416220e+002,1.390458e+002,-1.662198e+001
3.428000e+001,1.460000e+002,1.415478e+002,1.389681e+002,4.452235e+000
3.429000e+001,1.230000e+002,1.414739e+002,1.388904e+002,-1.847385e+001
3.430000e+001,1.270000e+002,1.414002e+002,1.388128e+002,-1.440024e+001
3.431000e+001,1.390000e+002,1.413269e+002,1.387353e+002,-2.326949e+000
3.432000e+001,1.360000e+002,1.412540e+002,1.386578e+002,-5.253975e+000
3.433000e+001,1.460000e+002,1.411813e+002,1.385803e+002,4.818672e+000
3.434000e+001,1.230000e+002,1.411090e+002,1.385029e+002,-1.810902e+001
3.435000e+001,1.300000e+002,1.410370e+002,1.384256e+002,-1.103704e+001
3.436000e+001,1.460000e+002,1.409654e+002,1.383483e+002,5.034578e+000
3.437000e+001,1.390000e+002,1.408942e+002,1.382711e+002,-1.894156e+000
3.438000e+001,1.430000e+002,1.408233e+002,1.381939e+002,2.176746e+000
3.439000e+001,1.330000e+002,1.407527e+002,1.381168e+002,-7.752725e+000
3.440000e+001,1.470000e+002,1.406826e+002,1.380398e+002,6.317424e+000
3.441000e+001,1.290000e+002,1.406128e+002,1.379628e+002,-1.161282e+001
3.442000e+001,1.480000e+002,1.405435e+002,1.378858e+002,7.456547e+000
3.443000e+001,1.310000e+002,1.404745e+002,1.378089e+002,-9.474496e+000
3.444000e+001,1.530000e+002,1.404060e+002,1.377321e+002,1.259405e+001
3.445000e+001,1.320000e+002,1.403378e+002,1.376553e+002,-8.337837e+000
3.446000e+001,1.430000e+002,1.402702e+002,1.375785e+002,2.729847e+000
3.447000e+001,1.470000e+002,1.402029e+002,1.375019e+002,6.797087e+000
3.448000e+001,1.370000e+002,1.401361e+002,1.374252e+002,-3.136125e+000
3.449000e+001,1.500000e+002,1.400698e+002,1.373486e+002,9.930199e+000
3.450000e+001,1.290000e+002,1.400040e+002,1.372721e+002,-1.100395e+001
3.451000e+001,1.460000e+002,1.399386e+002,1.371957e+002,6.061417e+000
3.452000e+001,1.570000e+002,1.398737e+002,1.371192e+002,1.712629e+001
3.453000e+001,1.250000e+002,1.398093e+002,1.370429e+002,-1.480934e+001
3.454000e+001,1.290000e+002,1.397455e+002,1.369666e+002,-1.074549e+001
3.455000e+001,1.460000e+002,1.396822e+002,1.368903e+002,6.317828e+000
3.456000e+001,1.400000e+002,1.396194e+002,1.368141e+002,3.806095e-001
3.457000e+001,1.350000e+002,1.395572e+002,1.367380e+002,-4.557161e+000
3.458000e+001,1.350000e+002,1.394955e+002,1.366619e+002,-4.495495e+000
3.459000e+001,1.330000e+002,1.394344e+002,1.365858e+002,-6.434405e+000
3.460000e+001,1.120000e+002,1.393739e+002,1.365099e+002,-2.737391e+001
3.461000e+001,1.300000e+002,1.393140e+002,1.364339e+002,-9.314008e+000
3.462000e+001,1.390000e+002,1.392547e+002,1.363581e+002,-2.547258e-001
3.463000e+001,1.370000e+002,1.391961e+002,1.362822e+002,-2.196073e+000
3.464000e+001,1.290000e+002,1.391381e+002,1.362065e+002,-1.013806e+001
3.465000e+001,1.430000e+002,1.390807e+002,1.361307e+002,3.919290e+000
3.466000e+001,1.580000e+002,1.390240e+002,1.360551e+002,1.897597e+001
3.467000e+001,1.330000e+002,1.389680e+002,1.359795e+002,-5.968034e+000
3.468000e+001,1.430000e+002,1.389127e+002,1.359039e+002,4.087260e+000
3.469000e+001,1.350000e+002,1.388582e+002,1.358284e+002,-3.858162e+000
3.470000e+001,1.360000e+002,1.388043e+002,1.357530e+002,-2.804317e+000
3.471000e+001,1.390000e+002,1.387512e+002,1.356776e+002,2.487800e-001
3.472000e+001,1.230000e+002,1.386989e+002,1.356022e+002,-1.569889e+001
3.473000e+001,1.220000e+002,1.386473e+002,1.355269e+002,-1.664733e+001
3.474000e+001,1.230000e+002,1.385966e+002,1.354517e+002,-1.559658e+001
3.475000e+001,1.370000e+002,1.385466e+002,1.353765e+002,-1.546641e+000
3.476000e+001,1.300000e+002,1.384975e+002,1.353014e+002,-8.497533e+000
3.477000e+001,1.130000e+002,1.384493e+002,1.352263e+002,-2.544928e+001
3.478000e+001,1.260000e+002,1.384019e+002,1.351513e+002,-1.240189e+001
3.479000e+001,1.300000e+002,1.383554e+002,1.350763e+002,-8.355386e+000
3.480000e+001,1.430000e+002,1.383098e+002,1.350014e+002,4.690210e+000
3.481000e+001,1.270000e+002,1.382651e+002,1.349266e+002,-1.126512e+001
3.482000e+001,1.390000e+002,1.382214e+002,1.348518e+002,7.786078e-001
3.483000e+001,1.370000e+002,1.381786e+002,1.347770e+002,-1.178630e+000
3.484000e+001,1.310000e+002,1.381369e+002,1.347023e+002,-7.136853e+000
3.485000e+001,1.250000e+002,1.380961e+002,1.346277e+002,-1.309608e+001
3.486000e+001,1.390000e+002,1.380563e+002,1.345531e+002,9.436632e-001
3.487000e+001,1.340000e+002,1.380176e+002,1.344785e+002,-4.017640e+000
3.488000e+001,1.280000e+002,1.379800e+002,1.344040e+002,-9.980012e+000
3.489000e+001,1.450000e+002,1.379435e+002,1.343296e+002,7.056524e+000
3.490000e+001,1.240000e+002,1.379081e+002,1.342552e+002,-1.390806e+001
3.491000e+001,1.410000e+002,1.378738e+002,1.341809e+002,3.126229e+000
3.492000e+001,1.270000e+002,1.378406e+002,1.341066e+002,-1.084065e+001
3.493000e+001,1.290000e+002,1.378087e+002,1.340324e+002,-8.808708e+000
3.494000e+001,1.400000e+002,1.377780e+002,1.339582e+002,2.222023e+000
3.495000e+001,1.320000e+002,1.377485e+002,1.338841e+002,-5.748479e+000
3.496000e+001,1.140000e+002,1.377202e+002,1.338101e+002,-2.372024e+001
3.497000e+001,1.390000e+002,1.376933e+002,1.337361e+002,1.306719e+000
3.498000e+001,1.300000e+002,1.376676e+002,1.336621e+002,-7.667632e+000
3.499000e+001,1.400000e+002,1.376433e+002,1.335882e+002,2.356682e+000
3.500000e+001,1.290000e+002,1.376204e+002,1.335144e+002,-8.620366e+000
3.501000e+001,1.260000e+002,1.375988e+002,1.334406e+002,-1.159880e+001
3.502000e+001,1.420000e+002,1.375787e+002,1.333668e+002,4.421347e+000
3.503000e+001,1.340000e+002,1.375599e+002,1.332931e+002,-3.559948e+000
3.504000e+001,1.270000e+002,1.375427e+002,1.332195e+002,-1.054271e+001
3.505000e+001,1.290000e+002,1.375270e+002,1.331459e+002,-8.526981e+000
3.506000e+001,1.370000e+002,1.375128e+002,1.330724e+002,-5.127772e-001
3.507000e+001,1.260000e+002,1.375001e+002,1.329989e+002,-1.150013e+001
3.508000e+001,1.310000e+002,1.374891e+002,1.329255e+002,-6.489076e+000
3.509000e+001,1.210000e+002,1.374796e+002,1.328521e+002,-1.647964e+001
3.510000e+001,1.390000e+002,1.374719e+002,1.327788e+002,1.528149e+000
3.511000e+001,1.340000e+002,1.374657e+002,1.327056e+002,-3.465745e+000
3.512000e+001,1.500000e+002,1.374614e+002,1.326324e+002,1.253865e+001
3.513000e+001,1.300000e+002,1.374587e+002,1.325592e+002,-7.458703e+000
3.514000e+001,1.530000e+002,1.374578e+002,1.324861e+002,1.554217e+001
3.515000e+001,1.510000e+002,1.374588e+002,1.324131e+002,1.354123e+001
3.516000e+001,1.460000e+002,1.374616e+002,1.323401e+002,8.538447e+000
3.517000e+001,1.420000e+002,1.374662e+002,1.322671e+002,4.533786e+000
3.518000e+001,1.520000e+002,1.374728e+002,1.321942e+002,1.452721e+001
3.519000e+001,1.280000e+002,1.374813e+002,1.321214e+002,-9.481306e+000
3.520000e+001,1.230000e+002,1.374918e+002,1.320486e+002,-1.449181e+001
3.521000e+001,1.320000e+002,1.375043e+002,1.319759e+002,-5.504327e+000
3.522000e+001,1.430000e+002,1.375189e+002,1.319032e+002,5.481101e+000
3.523000e+001,1.300000e+002,1.375356e+002,1.318306e+002,-7.535562e+000
3.524000e+001,1.280000e+002,1.375544e+002,1.317580e+002,-9.554352e+000
3.525000e+001,1.040000e+002,1.375753e+002,1.316855e+002,-3.357531e+001
3.526000e+001,1.370000e+002,1.375985e+002,1.316130e+002,-5.984642e-001
3.527000e+001,1.380000e+002,1.376239e+002,1.315406e+002,3.761379e-001
3.528000e+001,1.490000e+002,1.376515e+002,1.314682e+002,1.134846e+001
3.529000e+001,1.540000e+002,1.376815e+002,1.313959e+002,1.631846e+001
3.530000e+001,1.330000e+002,1.377139e+002,1.313237e+002,-4.713890e+000
3.531000e+001,1.380000e+002,1.377486e+002,1.312515e+002,2.513578e-001
3.532000e+001,1.530000e+002,1.377858e+002,1.311793e+002,1.521417e+001
3.533000e+001,1.500000e+002,1.378255e+002,1.311072e+002,1.217450e+001
3.534000e+001,1.290000e+002,1.378677e+002,1.310352e+002,-8.867696e+000
3.535000e+001,1.570000e+002,1.379125e+002,1.309632e+002,1.908755e+001
3.536000e+001,1.460000e+002,1.379598e+002,1.308912e+002,8.040190e+000
3.537000e+001,1.510000e+002,1.380098e+002,1.308194e+002,1.299018e+001
3.538000e+001,1.470000e+002,1.380625e+002,1.307475e+002,8.937486e+000
3.539000e+001,1.330000e+002,1.381179e+002,1.306757e+002,-5.117944e+000
3.540000e+001,1.400000e+002,1.381762e+002,1.306040e+002,1.823847e+000
3.541000e+001,1.500000e+002,1.382372e+002,1.305323e+002,1.176282e+001
3.542000e+001,1.410000e+002,1.383011e+002,1.304607e+002,2.698921e+000
3.543000e+001,1.400000e+002,1.383679e+002,1.303892e+002,1.632114e+000
3.544000e+001,1.310000e+002,1.384377e+002,1.303176e+002,-7.437650e+000
3.545000e+001,1.370000e+002,1.385104e+002,1.302462e+002,-1.510417e+000
3.546000e+001,1.370000e+002,1.385862e+002,1.301748e+002,-1.586231e+000
3.547000e+001,1.430000e+002,1.386651e+002,1.301034e+002,4.334859e+000
3.548000e+001,1.490000e+002,1.387472e+002,1.300321e+002,1.025281e+001
3.549000e+001,1.530000e+002,1.388324e+002,1.299608e+002,1.416757e+001
3.550000e+001,1.640000e+002,1.389209e+002,1.298896e+002,2.507909e+001
3.551000e+001,1.570000e+002,1.390127e+002,1.298185e+002,1.798733e+001
3.552000e+001,1.610000e+002,1.391078e+002,1.297474e+002,2.189224e+001
3.553000e+001,1.320000e+002,1.392062e+002,1.296764e+002,-7.206233e+000
3.554000e+001,1.420000e+002,1.393081e+002,1.296054e+002,2.691864e+000
3.555000e+001,1.240000e+002,1.394135e+002,1.295344e+002,-1.541352e+001
3.556000e+001,1.320000e+002,1.395224e+002,1.294636e+002,-7.522426e+000
3.557000e+001,1.300000e+002,1.396349e+002,1.293927e+002,-9.634913e+000
3.558000e+001,1.470000e+002,1.397510e+002,1.293219e+002,7.248972e+000
3.559000e+001,1.430000e+002,1.398708e+002,1.292512e+002,3.129180e+000
3.560000e+001,1.380000e+002,1.399943e+002,1.291805e+002,-1.994340e+000
3.561000e+001,1.440000e+002,1.401216e+002,1.291099e+002,3.878361e+000
3.562000e+001,1.410000e+002,1.402528e+002,1.290393e+002,7.472321e-001
3.563000e+001,1.490000e+002,1.403878e+002,1.289688e+002,8.612222e+000
3.564000e+001,1.340000e+002,1.405267e+002,1.288984e+002,-6.526720e+000
3.565000e+001,1.390000e+002,1.406696e+002,1.288280e+002,-1.669646e+000
3.566000e+001,1.430000e+002,1.408166e+002,1.287576e+002,2.183393e+000
3.567000e+001,1.370000e+002,1.409677e+002,1.286873e+002,-3.967656e+000
3.568000e+001,1.320000e+002,1.411228e+002,1.286170e+002,-9.122844e+000
3.569000e+001,1.200000e+002,1.412822e+002,1.285468e+002,-2.128222e+001
3.570000e+001,1.270000e+002,1.414458e+002,1.284767e+002,-1.444585e+001
3.571000e+001,1.380000e+002,1.416138e+002,1.284066e+002,-3.613766e+000
3.572000e+001,1.370000e+002,1.417860e+002,1.283365e+002,-4.786035e+000
3.573000e+001,1.510000e+002,1.419627e+002,1.282665e+002,9.037296e+000
3.574000e+001,1.480000e+002,1.421438e+002,1.281966e+002,5.856172e+000
3.575000e+001,1.370000e+002,1.423295e+002,1.281267e+002,-5.329459e+000
3.576000e+001,1.420000e+002,1.425196e+002,1.280569e+002,-5.196485e-001
3.577000e+001,1.500000e+002,1.427145e+002,1.279871e+002,7.285550e+000
3.578000e+001,1.570000e+002,1.429139e+002,1.279174e+002,1.408608e+001
3.579000e+001,1.550000e+002,1.431181e+002,1.278477e+002,1.188190e+001
3.580000e+001,1.570000e+002,1.433271e+002,1.277781e+002,1.367294e+001
3.581000e+001,1.670000e+002,1.435408e+002,1.277085e+002,2.345917e+001
3.582000e+001,1.720000e+002,1.437595e+002,1.276390e+002,2.824051e+001
3.583000e+001,1.480000e+002,1.439831e+002,1.275695e+002,4.016930e+000
3.584000e+001,1.620000e+002,1.442116e+002,1.275001e+002,1.778837e+001
3.585000e+001,1.510000e+002,1.444452e+002,1.274307e+002,6.554774e+000
3.586000e+001,1.520000e+002,1.446839e+002,1.273614e+002,7.316094e+000
3.587000e+001,1.370000e+002,1.449277e+002,1.272921e+002,-7.927722e+000
3.588000e+001,1.860000e+002,1.451767e+002,1.272229e+002,4.082327e+001
3.589000e+001,1.750000e+002,1.454310e+002,1.271538e+002,2.956903e+001
3.590000e+001,1.550000e+002,1.456905e+002,1.270847e+002,9.309494e+000
3.591000e+001,1.490000e+002,1.459554e+002,1.270156e+002,3.044616e+000
3.592000e+001,1.570000e+002,1.462257e+002,1.269466e+002,1.077435e+001
3.593000e+001,1.550000e+002,1.465014e+002,1.268777e+002,8.498631e+000
3.594000e+001,1.760000e+002,1.467826e+002,1.268088e+002,2.921742e+001
3.595000e+001,1.640000e+002,1.470693e+002,1.267399e+002,1.693067e+001
3.596000e+001,1.690000e+002,1.473617e+002,1.266711e+002,2.163833e+001
3.597000e+001,1.530000e+002,1.476597e+002,1.266024e+002,5.340342e+000
3.598000e+001,1.730000e+002,1.479633e+002,1.265337e+002,2.503667e+001
3.599000e+001,1.470000e+002,1.482727e+002,1.264651e+002,-1.272749e+000
3.600000e+001,1.640000e+002,1.485880e+002,1.263965e+002,1.541205e+001
3.601000e+001,1.510000e+002,1.489090e+002,1.263279e+002,2.091015e+000
3.602000e+001,1.650000e+002,1.492359e+002,1.262595e+002,1.576410e+001
3.603000e+001,1.400000e+002,1.495687e+002,1.261910e+002,-9.568742e+000
3.604000e+001,1.650000e+002,1.499076e+002,1.261227e+002,1.509244e+001
3.605000e+001,1.480000e+002,1.502524e+002,1.260543e+002,-2.252387e+000
3.606000e+001,1.790000e+002,1.506033e+002,1.259861e+002,2.839672e+001
3.607000e+001,1.670000e+002,1.509603e+002,1.259178e+002,1.603972e+001
3.608000e+001,1.800000e+002,1.513234e+002,1.258497e+002,2.867658e+001
3.609000e+001,1.510000e+002,1.516928e+002,1.257816e+002,-6.927607e-001
3.610000e+001,1.650000e+002,1.520683e+002,1.257135e+002,1.293167e+001
3.611000e+001,1.630000e+002,1.524502e+002,1.256455e+002,1.054983e+001
3.612000e+001,1.740000e+002,1.528383e+002,1.255775e+002,2.116167e+001
3.613000e+001,1.490000e+002,1.532328e+002,1.255096e+002,-4.232839e+000
3.614000e+001,1.570000e+002,1.536337e+002,1.254418e+002,3.366260e+000
3.615000e+001,1.510000e+002,1.540411e+002,1.253739e+002,-3.041070e+000
3.616000e+001,1.750000e+002,1.544549e+002,1.253062e+002,2.054513e+001
3.617000e+001,1.450000e+002,1.548752e+002,1.252385e+002,-9.875164e+000
3.618000e+001,1.780000e+002,1.553020e+002,1.251708e+002,2.269800e+001
3.619000e+001,1.400000e+002,1.557354e+002,1.251032e+002,-1.573540e+001
3.620000e+001,1.670000e+002,1.561754e+002,1.250357e+002,1.082459e+001
3.621000e+001,1.900000e+002,1.566221e+002,1.249682e+002,3.337794e+001
3.622000e+001,1.590000e+002,1.570754e+002,1.249008e+002,1.924634e+000
3.623000e+001,1.560000e+002,1.575354e+002,1.248334e+002,-1.535373e+000
3.624000e+001,1.590000e+002,1.580021e+002,1.247660e+002,9.978960e-001
3.625000e+001,1.630000e+002,1.584756e+002,1.246987e+002,4.524413e+000
3.626000e+001,1.730000e+002,1.589558e+002,1.246315e+002,1.404415e+001
3.627000e+001,1.540000e+002,1.594429e+002,1.245643e+002,-5.442915e+000
3.628000e+001,1.810000e+002,1.599368e+002,1.244972e+002,2.106319e+001
3.629000e+001,1.590000e+002,1.604376e+002,1.244301e+002,-1.437551e+000
3.630000e+001,1.480000e+002,1.609452e+002,1.243631e+002,-1.294517e+001
3.631000e+001,1.720000e+002,1.614597e+002,1.242961e+002,1.054033e+001
3.632000e+001,1.800000e+002,1.619811e+002,1.242292e+002,1.801891e+001
3.633000e+001,1.690000e+002,1.625094e+002,1.241623e+002,6.490567e+000
3.634000e+001,1.670000e+002,1.630447e+002,1.240955e+002,3.955280e+000
3.635000e+001,1.590000e+002,1.635870e+002,1.240287e+002,-4.586966e+000
3.636000e+001,1.950000e+002,1.641362e+002,1.239620e+002,3.086382e+001
3.637000e+001,1.600000e+002,1.646924e+002,1.238953e+002,-4.692381e+000
3.638000e+001,1.840000e+002,1.652556e+002,1.238287e+002,1.874443e+001
3.639000e+001,1.520000e+002,1.658258e+002,1.237622e+002,-1.382576e+001
3.640000e+001,1.620000e+002,1.664030e+002,1.236956e+002,-4.402963e+000
3.641000e+001,1.580000e+002,1.669872e+002,1.236292e+002,-8.987176e+000
3.642000e+001,1.840000e+002,1.675784e+002,1.235628e+002,1.642159e+001
3.643000e+001,1.640000e+002,1.681767e+002,1.234964e+002,-4.176653e+000
3.644000e+001,1.740000e+002,1.687819e+002,1.234301e+002,5.218081e+000
3.645000e+001,1.740000e+002,1.693942e+002,1.233639e+002,4.605797e+000
3.646000e+001,1.810000e+002,1.700135e+002,1.232976e+002,1.098650e+001
3.647000e+001,1.900000e+002,1.706398e+002,1.232315e+002,1.936019e+001
3.648000e+001,1.500000e+002,1.712731e+002,1.231654e+002,-2.127312e+001
3.649000e+001,1.710000e+002,1.719134e+002,1.230993e+002,-9.134243e-001
3.650000e+001,1.790000e+002,1.725607e+002,1.230333e+002,6.439287e+000
3.651000e+001,1.820000e+002,1.732150e+002,1.229674e+002,8.785027e+000
3.652000e+001,1.880000e+002,1.738762e+002,1.229015e+002,1.412381e+001
3.653000e+001,2.010000e+002,1.745443e+002,1.228357e+002,2.645565e+001
3.654000e+001,2.060000e+002,1.752194e+002,1.227699e+002,3.078057e+001
3.655000e+001,1.810000e+002,1.759014e+002,1.227041e+002,5.098582e+000
3.656000e+001,1.870000e+002,1.765903e+002,1.226384e+002,1.040971e+001
3.657000e+001,1.760000e+002,1.772860e+002,1.225728e+002,-1.286012e+000
3.658000e+001,2.010000e+002,1.779886e+002,1.225072e+002,2.301143e+001
3.659000e+001,1.680000e+002,1.786979e+002,1.224417e+002,-1.069793e+001
3.660000e+001,1.810000e+002,1.794141e+002,1.223762e+002,1.585934e+000
3.661000e+001,1.910000e+002,1.801369e+002,1.223108e+002,1.086306e+001
3.662000e+001,1.720000e+002,1.808665e+002,1.222454e+002,-8.866528e+000
3.663000e+001,1.730000e+002,1.816028e+002,1.221801e+002,-8.602784e+000
3.664000e+001,1.980000e+002,1.823457e+002,1.221148e+002,1.565433e+001
3.665000e+001,2.270000e+002,1.830952e+002,1.220495e+002,4.390485e+001
3.666000e+001,2.020000e+002,1.838512e+002,1.219844e+002,1.814882e+001
3.667000e+001,2.000000e+002,1.846137e+002,1.219192e+002,1.538628e+001
3.668000e+001,1.730000e+002,1.853827e+002,1.218542e+002,-1.238271e+001
3.669000e+001,1.820000e+002,1.861581e+002,1.217892e+002,-4.158109e+000
3.670000e+001,1.750000e+002,1.869399e+002,1.217242e+002,-1.193986e+001
3.671000e+001,1.890000e+002,1.877279e+002,1.216593e+002,1.272080e+000
3.672000e+001,1.730000e+002,1.885222e+002,1.215944e+002,-1.552222e+001
3.673000e+001,1.850000e+002,1.893227e+002,1.215296e+002,-4.322712e+000
3.674000e+001,2.090000e+002,1.901293e+002,1.214648e+002,1.887067e+001
3.675000e+001,1.900000e+002,1.909420e+002,1.214001e+002,-9.420075e-001
3.676000e+001,1.770000e+002,1.917607e+002,1.213354e+002,-1.476068e+001
3.677000e+001,1.930000e+002,1.925853e+002,1.212708e+002,4.147079e-001
3.678000e+001,2.050000e+002,1.934158e+002,1.212063e+002,1.158424e+001
3.679000e+001,2.060000e+002,1.942520e+002,1.211417e+002,1.174798e+001
3.680000e+001,2.060000e+002,1.950940e+002,1.210773e+002,1.090602e+001
3.681000e+001,1.760000e+002,1.959416e+002,1.210129e+002,-1.994159e+001
3.682000e+001,1.940000e+002,1.967947e+002,1.209485e+002,-2.794750e+000
3.683000e+001,2.140000e+002,1.976534e+002,1.208842e+002,1.634661e+001
3.684000e+001,1.920000e+002,1.985174e+002,1.208200e+002,-6.517413e+000
3.685000e+001,2.150000e+002,1.993867e+002,1.207557e+002,1.561326e+001
3.686000e+001,1.900000e+002,2.002613e+002,1.206916e+002,-1.026129e+001
3.687000e+001,1.940000e+002,2.011410e+002,1.206275e+002,-7.140964e+000
3.688000e+001,2.190000e+002,2.020257e+002,1.205634e+002,1.697433e+001
3.689000e+001,1.930000e+002,2.029153e+002,1.204994e+002,-9.915303e+000
3.690000e+001,1.970000e+002,2.038098e+002,1.204355e+002,-6.809777e+000
3.691000e+001,1.920000e+002,2.047090e+002,1.203716e+002,-1.270899e+001
3.692000e+001,1.900000e+002,2.056128e+002,1.203077e+002,-1.561283e+001
3.693000e+001,2.190000e+002,2.065212e+002,1.202439e+002,1.247880e+001
3.694000e+001,2.010000e+002,2.074340e+002,1.201802e+002,-6.433994e+000
3.695000e+001,2.030000e+002,2.083511e+002,1.201165e+002,-5.351096e+000
3.696000e+001,1.810000e+002,2.092724e+002,1.200529e+002,-2.827240e+001
3.697000e+001,1.980000e+002,2.101978e+002,1.199893e+002,-1.219778e+001
3.698000e+001,1.880000e+002,2.111271e+002,1.199257e+002,-2.312713e+001
3.699000e+001,1.970000e+002,2.120603e+002,1.198622e+002,-1.506033e+001
3.700000e+001,2.330000e+002,2.129973e+002,1.197988e+002,2.000275e+001
3.701000e+001,2.060000e+002,2.139378e+002,1.197354e+002,-7.937782e+000
3.702000e+001,1.850000e+002,2.148818e+002,1.196721e+002,-2.988179e+001
3.703000e+001,2.030000e+002,2.158291e+002,1.196088e+002,-1.282914e+001
3.704000e+001,2.310000e+002,2.167797e+002,1.195455e+002,1.422029e+001
3.705000e+001,2.060000e+002,2.177334e+002,1.194823e+002,-1.173337e+001
3.706000e+001,2.150000e+002,2.186900e+002,1.194192e+002,-3.689980e+000
3.707000e+001,2.150000e+002,2.196494e+002,1.193561e+002,-4.649404e+000
3.708000e+001,2.170000e+002,2.206115e+002,1.192931e+002,-3.611504e+000
3.709000e+001,2.250000e+002,2.215761e+002,1.192301e+002,3.423860e+000
3.710000e+001,2.180000e+002,2.225432e+002,1.191672e+002,-4.543167e+000
3.711000e+001,2.340000e+002,2.235124e+002,1.191043e+002,1.048756e+001
3.712000e+001,2.160000e+002,2.244838e+002,1.190415e+002,-8.483814e+000
3.713000e+001,2.290000e+002,2.254571e+002,1.189787e+002,3.542861e+000
3.714000e+001,2.250000e+002,2.264323e+002,1.189160e+002,-1.432262e+000
3.715000e+001,2.260000e+002,2.274090e+002,1.188533e+002,-1.409033e+000
3.716000e+001,2.200000e+002,2.283873e+002,1.187906e+002,-8.387295e+000
3.717000e+001,2.350000e+002,2.293669e+002,1.187281e+002,5.633108e+000
3.718000e+001,2.120000e+002,2.303477e+002,1.186655e+002,-1.834767e+001
3.719000e+001,2.500000e+002,2.313295e+002,1.186031e+002,1.867054e+001
